,tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,Credit card (automatic),Electronic check,Mailed check,Total_tenure_ratio
5199,51,1,1,111.5,5703.25,0,0,1,0,111.82843137254902
5200,70,1,1,106.5,7397.0,0,0,1,0,105.67142857142858
5201,9,1,1,19.9,164.6,0,0,1,0,18.288888888888888
5202,59,1,2,111.1,6555.2,0,0,0,1,111.10508474576271
5203,3,1,0,70.7,225.65,0,0,0,1,75.21666666666667
5204,38,0,0,24.85,955.75,0,0,1,0,25.151315789473685
5205,37,1,0,91.2,3382.3,0,0,0,0,91.41351351351352
5206,37,1,2,65.6,2313.8,0,0,0,0,62.53513513513514
5207,24,0,0,40.65,933.3,1,1,0,0,38.887499999999996
5208,14,1,0,59.45,780.85,0,0,0,0,55.775
5209,72,1,2,109.95,7852.4,0,1,0,0,109.0611111111111
5210,53,0,1,60.45,3184.25,1,0,1,0,60.08018867924528
5211,8,1,0,84.9,764.95,1,0,1,0,95.61875
5212,72,0,2,38.5,2763.0,0,1,0,0,38.375
5213,17,1,0,92.55,1614.7,0,0,1,0,94.98235294117647
5214,2,1,0,73.55,145.4,1,0,0,0,72.7
5215,8,1,0,20.15,156.25,1,0,0,0,19.53125
5216,48,0,1,34.7,1604.5,1,0,0,1,33.427083333333336
5217,10,1,0,24.5,270.15,0,0,0,1,27.014999999999997
5218,0,1,1,19.7,0.0,0,0,0,1,0.0
5219,1,1,0,20.6,20.6,0,0,0,1,20.6
5220,29,1,1,58.0,1734.5,0,1,0,0,59.810344827586206
5221,65,1,1,107.45,7047.5,0,0,1,0,108.42307692307692
5222,8,1,0,65.5,573.15,0,0,0,0,71.64375
5223,61,1,2,25.45,1538.6,0,0,0,0,25.22295081967213
5224,45,1,1,100.15,4459.8,0,0,0,0,99.10666666666667
5225,72,1,1,104.45,7459.0,0,1,0,0,103.59722222222223
5226,12,1,0,21.15,306.05,0,0,1,0,25.504166666666666
5227,7,1,0,96.2,639.7,0,0,1,0,91.38571428571429
5228,9,1,0,44.4,348.15,0,0,0,1,38.68333333333333
5229,43,1,1,107.55,4533.9,1,0,1,0,105.43953488372092
5230,58,1,2,94.35,5563.65,0,0,0,0,95.925
5231,16,1,0,98.75,1587.55,1,0,1,0,99.221875
5232,2,1,0,20.3,40.25,0,0,0,1,20.125
5233,8,1,0,101.15,842.9,1,0,1,0,105.3625
5234,40,1,1,105.75,4228.55,0,0,0,0,105.71375
5235,9,1,0,81.15,784.45,0,0,1,0,87.16111111111111
5236,41,1,1,89.55,3729.75,0,0,1,0,90.96951219512195
5237,26,1,0,54.75,1406.9,0,1,0,0,54.111538461538466
5238,33,1,1,53.75,1857.3,0,1,0,0,56.28181818181818
5239,68,1,1,105.75,7322.5,0,1,0,0,107.68382352941177
5240,65,1,2,105.85,6725.5,0,1,0,0,103.46923076923076
5241,55,1,1,64.2,3627.3,0,0,1,0,65.9509090909091
5242,20,1,0,88.7,1761.45,1,0,1,0,88.0725
5243,19,1,1,87.7,1725.95,0,1,0,0,90.83947368421053
5244,45,1,0,89.3,4192.15,0,1,0,0,93.15888888888888
5245,70,1,2,20.15,1411.2,0,1,0,0,20.16
5246,2,1,0,79.75,164.5,1,0,1,0,82.25
5247,27,1,0,94.55,2724.6,1,0,0,1,100.91111111111111
5248,12,1,2,20.05,264.55,0,0,1,0,22.045833333333334
5249,72,0,2,67.2,4671.7,0,1,0,0,64.88472222222222
5250,12,1,0,94.55,1173.55,0,0,1,0,97.79583333333333
5251,5,1,0,69.05,318.5,1,0,0,1,63.7
5252,71,1,0,107.5,7713.55,0,0,1,0,108.64154929577465
5253,35,1,1,73.0,2471.25,0,0,1,0,70.60714285714286
5254,70,1,2,114.75,7842.3,0,1,0,0,112.03285714285714
5255,31,1,0,76.05,2227.8,0,0,1,0,71.86451612903227
5256,52,1,2,96.25,4990.25,1,0,0,0,95.96634615384616
5257,37,1,0,101.1,3744.05,1,0,1,0,101.19054054054054
5258,69,1,1,104.7,7220.35,1,0,0,0,104.64275362318841
5259,30,1,0,77.9,2351.45,0,0,0,1,78.38166666666666
5260,33,1,0,90.65,2989.6,0,0,1,0,90.5939393939394
5261,54,1,2,110.45,6077.75,0,0,1,0,112.55092592592592
5262,59,1,1,68.7,4070.95,0,0,0,0,68.99915254237288
5263,55,0,0,44.85,2479.05,0,0,1,0,45.07363636363637
5264,69,0,1,29.8,2134.3,0,1,0,0,30.93188405797102
5265,66,1,1,88.9,6000.1,0,0,0,0,90.91060606060607
5266,37,1,1,58.75,2203.1,0,0,0,1,59.54324324324324
5267,9,1,1,19.85,183.15,0,1,0,0,20.35
5268,69,1,2,86.9,6194.1,0,0,0,0,89.7695652173913
5269,10,1,0,59.65,638.95,0,0,0,1,63.895
5270,40,1,0,55.25,2139.2,1,0,0,1,53.48
5271,13,1,0,66.4,831.75,0,1,0,0,63.98076923076923
5272,6,1,0,90.1,521.3,1,0,1,0,86.88333333333333
5273,69,1,2,20.15,1337.5,0,0,0,0,19.384057971014492
5274,66,1,1,108.1,7181.95,0,1,0,0,108.81742424242424
5275,11,1,0,53.75,608.0,1,0,1,0,55.27272727272727
5276,46,1,1,56.9,2560.1,0,0,0,1,55.654347826086955
5277,6,1,0,89.3,577.6,1,0,1,0,96.26666666666667
5278,56,1,0,109.6,5953.0,0,0,0,1,106.30357142857143
5279,70,1,2,25.15,1790.15,0,1,0,0,25.57357142857143
5280,33,1,1,79.15,2531.4,0,0,1,0,76.70909090909092
5281,72,1,2,66.75,4760.3,0,1,0,0,66.11527777777778
5282,3,1,0,95.2,292.85,1,0,1,0,97.61666666666667
5283,19,1,0,48.8,953.65,0,0,0,1,50.19210526315789
5284,5,0,0,45.7,198.0,1,0,1,0,39.6
5285,71,1,2,80.7,5705.05,0,1,0,0,80.35281690140846
5286,8,1,0,74.5,609.9,1,0,1,0,76.2375
5287,1,1,0,20.55,20.55,0,1,0,0,20.55
5288,1,1,0,79.65,79.65,1,0,1,0,79.65
5289,61,1,1,115.1,6993.65,0,0,0,1,114.64999999999999
5290,71,0,2,59.7,4122.65,0,0,0,0,58.06549295774647
5291,68,1,1,86.45,5762.95,0,1,0,0,84.74926470588235
5292,46,0,1,33.7,1537.85,0,1,0,0,33.43152173913043
5293,33,1,1,80.1,2603.3,0,0,0,0,78.88787878787879
5294,53,1,2,104.05,5566.4,0,0,0,0,105.02641509433961
5295,50,1,0,108.75,5431.9,0,0,0,0,108.63799999999999
5296,57,0,1,41.1,2258.25,0,1,0,0,39.61842105263158
5297,54,1,2,20.35,1092.35,0,0,0,0,20.2287037037037
5298,60,1,0,105.9,6401.25,0,0,1,0,106.6875
5299,28,1,0,101.3,2812.2,1,1,0,0,100.43571428571428
5300,1,1,0,80.05,80.05,1,0,0,1,80.05
5301,29,1,0,89.2,2698.35,1,0,1,0,93.04655172413793
5302,10,1,0,65.5,616.9,0,0,1,0,61.69
5303,43,0,0,40.45,1912.85,0,0,1,0,44.48488372093023
5304,13,1,0,70.45,849.1,0,0,0,0,65.31538461538462
5305,43,1,2,78.8,3460.3,0,0,1,0,80.47209302325582
5306,19,1,0,83.65,1465.75,1,0,1,0,77.14473684210526
5307,1,1,0,90.1,90.1,0,0,1,0,90.1
5308,69,1,2,82.45,5555.3,0,1,0,0,80.51159420289855
5309,61,1,2,20.25,1278.8,0,1,0,0,20.963934426229507
5310,43,1,0,66.25,2907.35,0,0,0,0,67.61279069767441
5311,6,1,0,19.5,146.3,1,0,0,0,24.383333333333336
5312,1,1,0,51.25,51.25,1,0,0,1,51.25
5313,56,1,0,89.7,4952.95,0,0,0,1,88.44553571428571
5314,70,0,2,64.55,4504.9,0,0,0,0,64.35571428571428
5315,1,1,0,45.6,45.6,1,0,1,0,45.6
5316,49,1,1,93.65,4520.15,0,0,1,0,92.24795918367346
5317,6,1,0,49.65,267.35,1,0,0,0,44.55833333333334
5318,32,1,2,73.6,2316.85,0,0,0,1,72.4015625
5319,72,1,2,109.75,8075.35,0,0,0,1,112.1576388888889
5320,37,1,2,61.45,2302.35,0,1,0,0,62.225675675675674
5321,69,1,1,106.4,7251.9,0,1,0,0,105.1
5322,26,1,0,81.9,2078.55,0,0,0,0,79.94423076923077
5323,58,1,1,105.2,6225.4,0,1,0,0,107.33448275862068
5324,24,1,1,54.6,1242.25,0,0,0,0,51.760416666666664
5325,5,1,1,20.55,99.45,0,0,1,0,19.89
5326,15,1,0,20.0,288.05,1,0,1,0,19.203333333333333
5327,30,1,2,19.7,599.25,0,0,0,1,19.975
5328,55,1,1,66.05,3462.1,0,1,0,0,62.947272727272725
5329,25,0,0,34.0,853.0,1,0,0,0,34.12
5330,10,1,0,92.5,934.1,1,0,0,1,93.41
5331,44,0,2,54.05,2375.2,0,1,0,0,53.98181818181818
5332,47,1,1,58.9,2813.05,0,0,0,1,59.85212765957447
5333,13,1,0,88.35,1222.8,1,0,1,0,94.06153846153846
5334,49,1,2,107.95,5293.2,1,0,0,0,108.02448979591837
5335,64,1,1,96.9,6314.35,0,0,0,1,98.66171875
5336,1,1,0,19.1,19.1,0,0,0,1,19.1
5337,20,1,0,50.0,1003.05,0,0,0,1,50.152499999999996
5338,37,0,2,45.4,1593.1,0,0,1,0,43.056756756756755
5339,30,1,0,85.45,2509.95,0,0,1,0,83.66499999999999
5340,38,1,1,84.1,3187.65,0,0,0,0,83.88552631578948
5341,1,1,0,74.45,74.45,1,0,0,1,74.45
5342,37,1,0,64.75,2345.2,1,0,1,0,63.38378378378378
5343,52,0,2,66.25,3330.1,0,1,0,0,64.04038461538461
5344,71,1,2,76.9,5522.7,0,1,0,0,77.78450704225352
5345,26,1,0,89.8,2335.3,1,0,1,0,89.81923076923077
5346,66,1,2,74.6,4798.4,0,1,0,0,72.7030303030303
5347,72,1,2,116.95,8594.4,0,1,0,0,119.36666666666666
5348,25,0,1,40.65,970.55,0,1,0,0,38.821999999999996
5349,69,1,2,114.35,7665.8,0,0,0,0,111.09855072463769
5350,53,1,2,69.7,3686.05,0,0,0,0,69.54811320754717
5351,12,1,1,95.5,1115.15,1,0,0,1,92.92916666666667
5352,26,1,0,98.65,2537.0,0,0,1,0,97.57692307692308
5353,21,1,0,61.65,1393.6,0,0,0,1,66.36190476190475
5354,1,1,0,89.35,89.35,0,0,1,0,89.35
5355,48,1,0,95.4,4445.3,0,0,1,0,92.61041666666667
5356,26,0,1,35.4,978.6,0,1,0,0,37.63846153846154
5357,60,1,2,19.95,1258.15,0,0,0,1,20.96916666666667
5358,18,1,0,19.25,331.35,0,0,0,1,18.408333333333335
5359,10,0,0,29.65,291.4,1,0,1,0,29.139999999999997
5360,5,1,0,84.5,453.75,1,0,1,0,90.75
5361,4,1,1,20.4,84.75,0,0,0,1,21.1875
5362,65,1,2,24.75,1715.1,0,1,0,0,26.386153846153846
5363,70,1,2,25.35,1715.15,0,0,0,1,24.502142857142857
5364,18,1,0,90.7,1597.25,1,1,0,0,88.73611111111111
5365,62,1,2,20.0,1250.1,0,0,0,0,20.16290322580645
5366,66,1,2,59.75,3996.8,0,0,1,0,60.55757575757576
5367,65,1,2,82.5,5215.1,0,0,0,0,80.2323076923077
5368,3,1,0,70.3,235.5,1,0,1,0,78.5
5369,34,1,0,20.35,673.2,0,0,0,1,19.8
5370,16,1,0,90.8,1442.2,0,0,0,0,90.1375
5371,54,1,1,103.95,5639.05,1,0,0,0,104.42685185185185
5372,50,1,0,104.95,5222.35,0,0,1,0,104.447
5373,71,1,2,105.25,7291.75,0,0,1,0,102.70070422535211
5374,10,1,0,74.75,799.65,1,0,1,0,79.965
5375,1,1,0,50.8,50.8,1,0,1,0,50.8
5376,18,1,1,23.75,424.5,0,0,0,1,23.583333333333332
5377,4,1,0,61.3,249.4,0,0,1,0,62.35
5378,58,1,2,75.8,4415.75,0,0,0,1,76.13362068965517
5379,56,1,1,98.0,5270.6,0,0,1,0,94.11785714285715
5380,2,1,0,80.25,144.55,1,0,1,0,72.275
5381,32,1,0,78.9,2447.95,1,0,1,0,76.4984375
5382,56,0,1,52.0,2884.9,0,0,0,1,51.51607142857143
5383,36,1,0,84.75,3050.15,1,0,1,0,84.72638888888889
5384,4,1,0,64.4,253.0,0,0,0,1,63.25
5385,53,1,0,85.45,4517.25,1,0,0,0,85.23113207547169
5386,10,1,0,45.8,436.2,0,1,0,0,43.62
5387,4,0,0,30.5,118.4,0,0,1,0,29.6
5388,1,1,0,19.9,19.9,1,0,0,1,19.9
5389,51,1,0,69.15,3649.6,0,0,0,1,71.56078431372549
5390,12,1,0,99.45,1200.15,1,0,1,0,100.0125
5391,6,0,1,49.25,255.6,0,0,0,1,42.6
5392,63,0,2,39.35,2395.05,0,0,0,0,38.01666666666667
5393,1,1,0,70.6,70.6,1,0,1,0,70.6
5394,48,1,0,105.1,5083.55,0,1,0,0,105.90729166666667
5395,5,1,0,81.0,389.6,1,1,0,0,77.92
5396,35,1,1,20.1,644.5,0,1,0,0,18.414285714285715
5397,6,1,0,84.85,523.5,1,0,1,0,87.25
5398,2,1,0,19.75,39.3,0,0,0,1,19.65
5399,50,1,1,19.75,989.05,0,0,0,0,19.781
5400,33,1,0,70.4,2406.1,0,0,0,0,72.9121212121212
5401,31,1,2,20.45,638.55,0,0,0,1,20.598387096774193
5402,9,1,2,20.35,191.1,0,0,0,1,21.233333333333334
5403,54,1,0,86.2,4524.05,0,0,1,0,83.77870370370371
5404,46,1,1,95.65,4664.2,0,1,0,0,101.39565217391304
5405,34,1,1,103.8,3470.8,0,0,1,0,102.08235294117648
5406,71,1,2,97.2,6910.3,0,0,1,0,97.32816901408451
5407,63,1,2,63.55,4014.2,0,0,0,1,63.717460317460315
5408,51,1,2,24.95,1288.0,0,0,0,0,25.254901960784313
5409,26,1,0,89.15,2277.65,1,0,1,0,87.60192307692309
5410,64,1,2,99.0,6375.8,0,0,0,0,99.621875
5411,1,0,0,24.8,24.8,1,0,1,0,24.8
5412,61,1,1,85.55,5251.75,0,0,0,0,86.09426229508196
5413,15,1,0,94.0,1505.45,0,1,0,0,100.36333333333333
5414,64,1,1,105.65,6903.1,1,1,0,0,107.8609375
5415,18,1,0,50.3,913.3,0,0,1,0,50.73888888888889
5416,57,1,1,95.0,5535.8,0,0,1,0,97.11929824561403
5417,14,1,2,61.4,815.55,0,0,0,0,58.253571428571426
5418,18,1,0,80.55,1411.65,0,1,0,0,78.42500000000001
5419,72,1,2,78.5,5602.25,0,0,0,0,77.80902777777777
5420,70,1,2,114.3,8244.3,0,1,0,0,117.77571428571427
5421,38,1,2,20.05,741.5,0,0,0,1,19.513157894736842
5422,68,1,2,62.65,4375.8,0,1,0,0,64.35000000000001
5423,13,1,0,80.85,1008.7,1,0,1,0,77.5923076923077
5424,65,1,2,92.7,5968.4,0,1,0,0,91.82153846153845
5425,30,1,0,100.45,3096.9,0,0,1,0,103.23
5426,51,1,2,75.2,3901.25,0,0,0,0,76.49509803921569
5427,31,1,0,84.75,2613.4,0,1,0,0,84.30322580645162
5428,9,1,0,89.45,853.1,1,0,1,0,94.78888888888889
5429,72,1,2,79.5,5661.7,0,0,0,0,78.63472222222222
5430,10,1,0,72.15,794.25,1,1,0,0,79.425
5431,37,1,1,19.8,695.05,0,0,1,0,18.785135135135135
5432,2,1,0,76.4,160.8,1,0,1,0,80.4
5433,55,1,1,100.9,5552.05,0,0,0,1,100.94636363636364
5434,33,1,0,95.3,3275.15,0,0,0,0,99.2469696969697
5435,46,1,1,90.95,4236.6,0,0,0,0,92.10000000000001
5436,1,1,0,54.5,54.5,0,0,1,0,54.5
5437,20,1,0,61.6,1174.35,1,0,0,1,58.717499999999994
5438,9,1,0,79.9,741.7,1,0,1,0,82.41111111111111
5439,32,1,0,96.15,3019.25,1,1,0,0,94.3515625
5440,19,1,0,49.6,962.9,0,0,0,0,50.67894736842105
5441,70,1,2,65.3,4759.75,1,1,0,0,67.99642857142857
5442,61,1,2,25.0,1498.35,0,1,0,0,24.563114754098358
5443,26,1,0,45.45,1233.15,0,0,1,0,47.42884615384616
5444,45,1,0,107.75,4882.8,0,0,0,0,108.50666666666667
5445,62,1,2,89.1,5411.65,0,1,0,0,87.28467741935484
5446,1,1,0,19.65,19.65,1,0,0,1,19.65
5447,3,1,0,44.75,148.05,0,0,0,1,49.35
5448,41,1,1,101.6,3930.55,0,0,0,0,95.86707317073171
5449,67,1,2,103.15,6895.5,0,0,0,0,102.91791044776119
5450,1,1,0,84.65,84.65,1,0,0,1,84.65
5451,71,1,1,95.65,6856.95,0,0,0,1,96.57676056338028
5452,37,1,1,75.1,2658.8,0,0,0,0,71.85945945945946
5453,60,1,2,61.35,3766.2,0,0,0,1,62.769999999999996
5454,1,1,0,69.55,69.55,1,0,1,0,69.55
5455,6,1,0,19.7,129.55,0,1,0,0,21.59166666666667
5456,13,0,0,31.05,347.25,1,0,1,0,26.71153846153846
5457,11,1,0,51.0,581.7,0,0,0,0,52.88181818181818
5458,7,1,0,51.0,354.05,1,0,0,1,50.57857142857143
5459,10,1,0,88.85,929.45,0,0,1,0,92.94500000000001
5460,34,1,2,20.05,679.0,0,1,0,0,19.970588235294116
5461,62,1,2,65.1,3846.75,0,0,0,1,62.04435483870968
5462,64,1,1,70.15,4480.7,0,0,0,1,70.0109375
5463,1,1,0,44.35,44.35,1,0,0,0,44.35
5464,25,1,2,20.75,499.4,0,0,0,1,19.976
5465,26,1,1,56.05,1553.2,0,0,0,1,59.73846153846154
5466,10,1,1,19.95,219.5,0,0,0,0,21.95
5467,53,1,1,98.6,5311.85,0,0,0,1,100.22358490566039
5468,7,1,0,79.7,586.05,1,0,1,0,83.72142857142856
5469,33,1,0,79.0,2576.8,0,1,0,0,78.0848484848485
5470,71,1,2,89.45,6435.25,0,1,0,0,90.63732394366197
5471,29,1,0,74.2,1993.25,0,0,1,0,68.73275862068965
5472,24,1,0,81.0,1923.85,0,0,0,0,80.16041666666666
5473,20,1,0,49.6,939.8,0,0,1,0,46.989999999999995
5474,1,1,0,84.6,84.6,0,0,1,0,84.6
5475,54,1,0,55.0,3092.65,1,1,0,0,57.2712962962963
5476,5,1,0,84.85,415.55,1,0,0,1,83.11
5477,72,1,2,84.2,5986.55,0,0,0,0,83.14652777777778
5478,52,1,2,106.3,5487.0,0,0,1,0,105.51923076923077
5479,9,1,0,69.05,651.5,0,0,1,0,72.38888888888889
5480,1,1,0,45.4,45.4,0,0,0,1,45.4
5481,1,1,0,73.65,73.65,1,0,1,0,73.65
5482,33,1,1,73.9,2405.05,1,0,0,1,72.88030303030304
5483,55,1,0,77.75,4458.15,1,0,1,0,81.05727272727272
5484,69,1,2,99.35,6856.45,0,0,1,0,99.36884057971014
5485,1,1,0,50.75,50.75,0,0,0,1,50.75
5486,54,1,2,87.1,4735.2,0,0,0,0,87.68888888888888
5487,33,1,1,20.15,682.15,0,0,0,1,20.671212121212122
5488,45,1,1,98.7,4525.8,0,0,0,0,100.57333333333334
5489,11,0,0,25.2,321.05,0,0,1,0,29.186363636363637
5490,6,1,0,55.7,335.65,0,0,0,0,55.94166666666666
5491,21,1,0,65.35,1424.4,0,0,0,0,67.82857142857144
5492,65,1,2,25.3,1748.55,0,0,0,0,26.90076923076923
5493,6,1,0,84.35,474.9,1,0,1,0,79.14999999999999
5494,8,1,0,84.95,668.4,1,0,1,0,83.55
5495,11,1,0,73.85,926.25,1,0,1,0,84.20454545454545
5496,43,1,2,24.25,1077.95,0,0,0,1,25.06860465116279
5497,49,0,1,51.8,2541.25,1,0,0,0,51.86224489795919
5498,1,1,0,46.0,46.0,1,0,1,0,46.0
5499,15,1,0,79.4,1156.1,1,0,1,0,77.07333333333332
5500,60,1,2,60.5,3694.45,0,0,0,0,61.57416666666666
5501,17,0,0,25.1,382.8,0,1,0,0,22.51764705882353
5502,16,1,0,71.8,1167.8,1,0,0,0,72.9875
5503,35,1,1,20.05,746.75,0,0,0,0,21.335714285714285
5504,44,1,1,88.4,3912.9,1,0,0,1,88.92954545454546
5505,12,0,1,30.25,368.85,0,1,0,0,30.7375
5506,1,1,0,20.2,20.2,0,0,0,1,20.2
5507,28,1,1,59.9,1654.7,0,0,1,0,59.096428571428575
5508,70,1,2,25.15,1940.85,0,0,0,0,27.72642857142857
5509,5,1,0,46.0,221.7,1,0,0,1,44.339999999999996
5510,18,1,0,101.3,1794.65,0,1,0,0,99.70277777777778
5511,70,1,2,76.95,5289.8,0,1,0,0,75.56857142857143
5512,9,1,0,55.3,501.2,0,0,0,1,55.68888888888889
5513,67,1,2,92.45,6140.85,0,0,0,0,91.65447761194031
5514,1,1,0,48.45,48.45,0,0,0,0,48.45
5515,18,1,2,19.35,309.25,0,0,0,1,17.180555555555557
5516,4,1,0,51.75,201.1,1,1,0,0,50.275
5517,71,1,1,86.7,6179.35,0,0,0,0,87.0330985915493
5518,30,1,0,94.4,2838.7,1,0,1,0,94.62333333333332
5519,1,1,0,55.7,55.7,0,0,0,1,55.7
5520,55,1,1,84.25,4589.85,0,1,0,0,83.45181818181818
5521,59,1,0,64.65,3735.45,0,0,1,0,63.31271186440678
5522,1,1,0,70.15,70.15,1,0,0,1,70.15
5523,7,1,0,69.2,477.55,0,0,0,0,68.22142857142858
5524,45,1,2,54.65,2553.7,0,0,0,0,56.748888888888885
5525,54,1,1,24.75,1342.15,0,0,0,0,24.85462962962963
5526,51,1,1,23.95,1216.35,0,0,0,1,23.849999999999998
5527,72,1,1,105.0,7578.05,0,1,0,0,105.25069444444445
5528,44,1,1,59.85,2603.95,0,0,0,0,59.18068181818182
5529,2,1,0,20.05,42.7,0,0,0,1,21.35
5530,66,1,1,92.15,6056.9,0,0,0,0,91.77121212121212
5531,68,0,1,44.8,2983.65,0,0,0,1,43.87720588235294
5532,31,1,2,20.9,689.35,0,1,0,0,22.23709677419355
5533,21,1,0,95.4,2025.1,0,0,0,0,96.43333333333332
5534,21,1,0,80.35,1747.2,0,0,1,0,83.2
5535,55,1,2,85.1,4657.95,0,0,0,0,84.69
5536,9,0,0,34.7,296.1,1,1,0,0,32.900000000000006
5537,71,1,2,115.05,8016.6,0,0,0,0,112.90985915492958
5538,1,1,0,81.1,81.1,1,0,1,0,81.1
5539,22,1,1,19.95,433.5,0,0,0,1,19.704545454545453
5540,1,1,0,20.55,20.55,1,0,0,1,20.55
5541,61,1,2,106.6,6428.4,1,0,1,0,105.38360655737705
5542,67,1,2,86.15,5883.85,0,0,0,0,87.81865671641792
5543,14,1,0,78.85,1043.8,0,0,1,0,74.55714285714285
5544,59,1,0,106.75,6252.9,1,0,1,0,105.98135593220339
5545,21,1,0,86.55,1857.25,0,0,0,0,88.44047619047619
5546,4,0,0,42.4,146.4,0,0,0,1,36.6
5547,3,1,0,89.45,240.45,1,0,1,0,80.14999999999999
5548,70,1,2,24.25,1724.15,0,0,0,0,24.630714285714287
5549,3,1,0,97.9,315.3,1,0,1,0,105.10000000000001
5550,21,1,1,20.5,429.55,0,0,0,0,20.454761904761906
5551,20,1,0,19.6,356.15,0,1,0,0,17.807499999999997
5552,22,1,1,20.25,488.25,0,0,0,0,22.193181818181817
5553,1,1,0,55.7,55.7,1,0,0,1,55.7
5554,63,1,2,20.6,1298.7,0,0,0,1,20.614285714285714
5555,70,1,2,19.8,1378.75,0,0,0,0,19.696428571428573
5556,13,1,0,79.8,973.45,1,0,1,0,74.88076923076923
5557,5,1,0,80.2,384.25,0,0,1,0,76.85
5558,72,1,2,116.4,8543.25,0,1,0,0,118.65625
5559,13,0,0,31.65,389.95,0,0,1,0,29.996153846153845
5560,61,1,0,94.15,5731.85,0,1,0,0,93.96475409836066
5561,1,1,0,20.65,20.65,0,0,1,0,20.65
5562,56,1,0,76.85,4275.75,0,0,0,0,76.35267857142857
5563,4,1,0,20.15,84.5,0,0,0,1,21.125
5564,35,1,2,55.25,1924.1,0,0,0,1,54.97428571428571
5565,18,0,0,39.05,669.85,1,0,1,0,37.21388888888889
5566,72,1,2,82.15,5784.3,0,0,0,0,80.3375
5567,49,1,1,103.0,5166.2,0,0,0,0,105.43265306122449
5568,44,1,0,95.1,4060.55,0,1,0,0,92.28522727272728
5569,3,1,0,83.9,267.4,1,0,0,1,89.13333333333333
5570,37,1,0,95.15,3532.85,0,0,1,0,95.48243243243243
5571,61,1,1,79.8,4914.8,0,0,1,0,80.57049180327868
5572,70,1,2,74.8,5315.8,0,1,0,0,75.94
5573,1,1,0,69.85,69.85,1,0,1,0,69.85
5574,41,1,0,20.45,775.6,0,0,1,0,18.917073170731708
5575,70,1,1,78.35,5445.95,0,0,0,0,77.79928571428572
5576,1,1,0,53.55,53.55,1,0,0,1,53.55
5577,51,1,1,19.1,1007.8,0,0,1,0,19.76078431372549
5578,42,1,2,20.0,833.55,0,0,0,1,19.84642857142857
5579,70,1,2,93.9,6579.05,1,0,0,0,93.98642857142858
5580,48,1,1,19.95,1004.5,0,0,0,0,20.927083333333332
5581,68,1,2,113.15,7856.0,1,0,1,0,115.52941176470588
5582,48,1,2,24.0,1183.05,0,1,0,0,24.646874999999998
5583,26,1,0,84.95,2169.75,1,0,1,0,83.45192307692308
5584,11,1,0,80.5,896.9,1,0,0,0,81.53636363636363
5585,1,1,0,19.3,19.3,1,0,0,1,19.3
5586,27,1,1,19.15,501.35,0,0,0,1,18.56851851851852
5587,46,1,1,91.3,4126.35,0,0,0,0,89.70326086956523
5588,1,1,0,49.65,49.65,1,0,0,1,49.65
5589,46,1,2,54.35,2460.15,1,1,0,0,53.481521739130436
5590,25,1,0,19.15,477.6,0,0,0,1,19.104
5591,4,1,0,88.45,370.65,1,0,1,0,92.6625
5592,13,1,2,19.75,265.75,0,0,0,1,20.442307692307693
5593,31,1,1,75.5,2424.45,0,1,0,0,78.20806451612903
5594,23,1,0,83.75,1849.95,0,0,1,0,80.43260869565218
5595,2,1,0,19.4,61.05,0,0,0,1,30.525
5596,65,1,2,26.5,1698.55,0,0,0,0,26.13153846153846
5597,22,1,0,90.5,1910.6,1,0,0,0,86.84545454545454
5598,55,1,1,19.15,998.1,0,1,0,0,18.14727272727273
5599,9,1,0,94.85,890.6,1,0,0,1,98.95555555555556
5600,7,1,0,69.95,529.5,1,0,0,0,75.64285714285714
5601,35,0,1,40.9,1383.6,0,0,0,1,39.53142857142857
5602,6,1,2,80.25,493.4,0,0,0,1,82.23333333333333
5603,1,1,0,48.6,48.6,1,1,0,0,48.6
5604,17,1,0,70.8,1207.0,0,0,1,0,71.0
5605,10,1,0,60.2,563.5,0,0,0,1,56.35
5606,15,1,1,55.2,864.55,0,1,0,0,57.63666666666666
5607,40,0,0,55.8,2109.35,1,0,1,0,52.73375
5608,13,1,1,54.15,701.05,0,0,0,0,53.926923076923075
5609,29,1,0,80.15,2265.25,1,0,0,0,78.11206896551724
5610,3,1,0,75.5,220.6,1,0,1,0,73.53333333333333
5611,58,1,0,100.4,5749.8,0,0,0,0,99.13448275862069
5612,45,1,1,62.55,2796.45,0,1,0,0,62.14333333333333
5613,72,1,2,70.45,5165.7,0,0,0,0,71.74583333333334
5614,68,1,1,85.5,5696.6,0,0,0,0,83.77352941176471
5615,1,1,0,20.2,20.2,1,0,0,0,20.2
5616,38,1,0,54.5,2076.05,0,0,1,0,54.63289473684211
5617,2,1,0,20.75,44.2,0,0,0,1,22.1
5618,11,1,0,20.35,215.25,0,0,0,1,19.568181818181817
5619,20,1,1,91.0,1859.5,0,0,0,0,92.975
5620,72,1,2,104.8,7470.1,0,0,0,0,103.7513888888889
5621,3,1,0,74.75,229.5,1,1,0,0,76.5
5622,23,1,0,104.05,2470.1,1,0,0,1,107.39565217391304
5623,40,1,0,51.1,2092.9,0,0,1,0,52.322500000000005
5624,62,1,0,89.8,5629.55,0,0,0,0,90.7991935483871
5625,22,1,0,20.55,469.85,0,0,1,0,21.356818181818184
5626,11,1,0,64.05,733.95,0,0,0,0,66.72272727272728
